0,1,2
202,147,1
144,92,1
56,58,1
194,113,5
2,178,5
92,47,3
51,47,1
183,255,1
255,97,1
243,194,1
148,118,1
257,11,1
187,278,1
192,213,2
149,27,2
282,194,2
58,5,9
110,129,1
171,261,1
1,157,2
244,268,3
184,189,4
181,274,8
102,190,1
7,212,1
128,223,2
110,197,4
149,117,1
117,150,1
41,118,2
141,201,2
130,92,1
11,159,4
116,177,1
126,4,3
223,3,2
98,5,10
214,83,10
227,165,1
56,57,1
18,19,1
58,21,5
281,199,1
117,160,6
195,177,1
3,178,5
232,188,1
65,67,1
30,65,3
84,43,9
83,189,6
265,43,18
131,73,5
228,122,1
171,2,3
83,150,1
262,232,6
252,226,7
44,32,7
17,13,7
116,156,1
15,114,3
244,232,4
204,197,1
227,144,2
92,103,2
60,45,1
39,21,3
86,1,1
0,130,2
62,224,5
120,19,1
231,196,1
83,162,1
58,90,1
204,129,4
168,43,22
118,124,4
136,200,4
263,43,18
106,190,1
119,99,8
175,226,2
212,2,2
148,116,1
71,92,1
5,49,1
12,74,20
113,130,1
138,104,3
34,43,10
11,179,4
286,43,1
203,251,2
5,76,20
141,168,1
13,3,5
136,176,1
89,14,2
109,102,2
102,107,5
62,58,2
1,172,1
101,113,7
167,232,4
203,117,6
225,11,3
112,190,3
260,171,1
8,6,1
11,152,9
151,267,2
148,215,1
183,116,1
18,21,2
80,189,1
194,213,2
171,167,5
83,117,3
30,44,3
98,3,3
200,118,1
186,159,1
51,32,3
122,117,1
1,151,4
148,197,1
124,168,3
0,71,2
192,11,5
171,200,3
19,209,1
52,13,2
117,191,1
130,131,3
200,124,1
132,218,1
251,189,1
83,1,25
120,122,3
202,7,2
71,113,1
46,43,11
212,131,2
118,122,2
223,117,2
30,74,3
147,186,1
277,272,22
244,43,8
31,58,8
113,12,1
44,43,8
50,43,11
110,5,2
30,48,2
62,23,1
240,23,2
86,46,3
97,118,1
26,28,2
171,191,7
82,34,1
243,201,1
2,150,5
115,116,2
176,165,3
65,66,2
145,141,1
83,186,1
166,220,1
62,208,1
204,124,1
51,83,1
274,268,1
215,171,2
56,44,7
149,141,2
245,276,8
11,173,2
121,113,12
2,179,1
243,43,10
258,171,8
3,173,17
11,164,7
149,190,1
11,163,2
194,189,5
105,2,1
56,20,1
124,159,1
260,11,5
157,268,16
1,85,2
1,66,2
210,73,6
1,159,4
209,43,4
171,153,2
90,11,1
276,267,1
205,224,3
124,263,1
238,128,1
244,147,3
30,6,10
104,111,2
91,38,3
66,217,1
110,11,1
1,179,4
115,140,1
185,189,1
