0,1,2
131,76,1
132,172,1
193,169,1
7,234,1
63,43,5
154,196,4
97,85,1
3,160,4
108,85,3
51,31,1
52,13,2
206,230,4
97,197,2
240,136,3
76,73,4
132,43,5
19,209,1
245,174,1
75,13,1
262,232,6
190,237,2
6,58,5
27,121,10
49,51,1
94,240,1
61,46,3
149,38,1
144,194,1
79,189,1
190,214,3
149,190,1
91,38,3
219,1,1
160,230,6
266,276,15
229,199,1
154,160,1
216,136,3
68,88,1
58,4,1
19,74,1
209,43,4
199,218,2
203,3,3
71,213,1
134,5,1
14,17,6
206,117,6
233,43,25
0,6,3
70,13,2
171,95,4
215,124,4
53,21,9
42,43,7
14,24,2
90,77,1
258,171,8
223,132,1
83,157,2
170,245,1
40,45,2
283,226,1
41,171,2
62,82,1
244,230,2
51,85,1
15,72,2
107,121,2
70,55,2
17,71,2
104,109,6
66,97,1
134,9,12
28,49,1
198,201,9
65,50,2
138,127,9
289,43,1
149,86,2
137,11,1
141,237,5
194,63,1
58,65,6
11,83,2
30,3,1
1,167,2
110,144,1
5,42,5
15,21,1
190,119,2
256,176,1
2,124,3
60,43,6
258,136,7
217,170,4
231,154,1
19,208,1
133,27,1
198,184,1
160,232,3
148,139,2
258,257,1
197,84,2
245,272,3
7,2,1
100,1,1
134,104,1
153,159,1
147,198,1
94,11,5
89,73,1
65,67,1
34,43,10
62,128,3
52,58,1
62,70,1
132,213,2
252,226,7
204,171,1
231,230,22
89,217,3
174,43,10
207,119,1
147,194,1
244,188,1
132,195,4
227,256,4
86,116,1
117,150,1
225,1,1
83,1,25
119,12,3
85,151,2
114,123,2
244,251,1
254,116,1
147,218,1
89,129,5
3,194,1
206,85,3
62,93,1
190,107,1
151,267,2
192,83,1
217,189,5
165,43,29
203,218,2
148,118,1
88,211,2
5,22,12
252,151,1
30,65,3
97,201,5
194,209,4
92,85,2
132,199,2
49,44,1
212,136,1
171,153,2
40,43,10
3,158,12
113,130,1
15,97,2
163,272,23
83,117,3
252,248,22
217,216,1
41,83,4
70,42,3
141,116,3
66,47,2
115,21,1
136,2,8
124,117,6
104,106,2
184,216,1
169,206,1
107,0,9
253,96,15
72,43,3
15,116,1
161,230,23
75,34,4
110,171,7
199,43,8
201,144,2
110,85,7
92,100,1
224,130,2
147,199,1
75,3,3
104,105,1
171,186,1
66,217,1
279,276,6
89,6,6
87,189,1
245,43,30
129,46,2
273,43,15
283,270,1
7,102,2
136,98,1
52,3,5
37,63,2
271,163,1
88,1,1
176,152,2
190,109,2
70,75,2
37,48,2
252,267,9
148,117,1
